2021-09-15 01:18:26,814 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4161@Joses-MacBook-Pro.local , expiry : 30000
2021-09-15 13:41:26,600 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:41:34,424 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:41:40,099 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:41:47,923 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:41:53,604 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:42:01,423 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:42:07,100 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:42:14,924 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:42:20,602 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:42:28,424 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:42:34,100 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:42:41,928 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:42:47,602 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:42:55,424 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:43:01,100 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:43:08,928 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:43:14,601 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:43:22,424 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:43:28,105 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:43:35,926 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:43:41,601 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:43:49,425 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:43:55,101 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:44:02,927 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:44:08,603 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:44:16,424 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:44:22,101 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:44:29,925 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:44:35,603 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:44:43,426 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:44:49,102 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:44:56,926 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:45:02,603 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:45:10,429 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:45:16,102 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:45:23,928 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:45:29,603 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:45:37,426 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:45:43,104 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:45:50,929 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:45:56,602 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:46:04,428 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:46:10,103 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:46:17,926 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:46:23,606 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:46:31,429 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:46:37,103 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:46:44,929 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:46:50,605 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:46:58,430 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:47:04,104 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:47:11,930 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:47:17,606 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:47:25,430 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:47:31,106 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:47:38,927 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:47:44,608 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:47:52,429 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:47:58,105 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:48:05,931 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:48:11,607 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:48:19,428 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:48:25,104 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:48:32,929 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:48:38,609 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:48:46,428 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:48:52,109 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:48:59,928 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:49:05,605 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:49:13,429 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:49:19,108 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:49:26,930 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:49:32,607 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:49:40,429 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:49:46,105 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:49:53,928 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:49:59,609 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:50:07,433 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:50:13,109 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:50:20,933 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:50:26,609 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:50:34,433 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:50:40,109 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:50:47,934 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-3710@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:52:12,029 ERROR redisconnect [main] Cannot read field "allFiles" because "this.validationArgs" is null
2021-09-15 13:52:25,988 INFO redisconnect [main] Mapper Config mapper1.yml is valid
2021-09-15 13:52:34,491 DEBUG reactor.util.Loggers$LoggerFactory [main] Using Slf4j logging framework
2021-09-15 13:52:36,218 DEBUG reactor.util.Loggers$LoggerFactory [main] Using Slf4j logging framework
2021-09-15 13:52:52,103 INFO com.redislabs.connect.core.JobManagerProvider [main] Loading JobManager with store implementation : RedisStream
2021-09-15 13:52:52,395 DEBUG reactor.util.Loggers$LoggerFactory [main] Using Slf4j logging framework
2021-09-15 13:52:52,837 INFO com.redislabs.connect.core.JobManagerProvider [main] Loading JobManager with store implementation : RedisList
2021-09-15 13:52:52,837 INFO com.redislabs.connect.core.JobManagerProvider [main] getJobManager() called for store implementation : {}
2021-09-15 13:53:03,047 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:53:06,147 INFO redisconnect [JobManagement-1] Server type configured as - postgres
2021-09-15 13:53:06,149 INFO redisconnect [JobManagement-1] Reading Mapper Config from : ../config/redisaml/postgres//mappers
2021-09-15 13:53:06,324 INFO redisconnect [JobManagement-1] Loaded Config for : public.amlcases
2021-09-15 13:53:06,324 INFO redisconnect [JobManagement-1] Loaded Config for : public.amlcasefiles
2021-09-15 13:53:06,701 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:53:16,550 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:53:20,202 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:53:30,051 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:53:33,705 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:53:43,550 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:53:47,207 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:53:57,052 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:54:00,705 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:54:10,550 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:54:14,202 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:54:24,053 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:54:27,703 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:54:37,549 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:54:41,202 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:54:51,049 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:54:54,703 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:55:04,549 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:55:08,208 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:55:18,049 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:55:21,706 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:55:31,551 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:55:35,206 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:55:45,050 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:55:48,705 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:55:58,554 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:56:02,208 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:56:12,052 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:56:15,708 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:56:25,551 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:56:29,204 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:56:39,050 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:56:42,705 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:56:52,551 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:56:56,204 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:57:06,051 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:57:09,708 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:57:19,552 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:57:23,208 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:57:33,053 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:57:36,705 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:57:46,554 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:57:50,206 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:58:00,054 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:58:03,707 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:58:13,555 INFO redisconnect [JobManagement-2] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:58:17,210 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-job:amlcases-postgres , with value : JC-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
2021-09-15 13:58:27,055 INFO redisconnect [JobManagement-1] Refreshing Heartbeat signal for : hb-jobManager , with value : jobType1-JM-4709@Joses-MBP.hsd1.fl.comcast.net , expiry : 30000
